# 3D point list generated by blender-exporter-colmap
# POINTS-ID X Y Z R G B NX NY NZ
0 0.0 -9.185264587402344 -0.9843195676803589 0.5 0.5 0.5 3.812909312728152e-07 -0.0017209220677614212 -1.000121831893921
1 0.0 8.675172805786133 -3.2332863807678223 0.5 0.5 0.5 7.20490561434417e-07 1.4909721612930298 -0.9893910884857178
2 0.19509032368659973 -9.18523120880127 -0.9651025533676147 0.5 0.5 0.5 0.1950903683900833 -0.0016878549940884113 -0.980904757976532
3 0.19509032368659973 8.680281639099121 -3.214761257171631 0.5 0.5 0.5 0.17562946677207947 1.520660638809204 -0.973137378692627
4 0.3826834559440613 -9.18513298034668 -0.9081897735595703 0.5 0.5 0.5 0.38268330693244934 -0.0015899247955530882 -0.9239921569824219
5 0.3826834559440613 8.695414543151855 -3.1598968505859375 0.5 0.5 0.5 0.3457045555114746 1.6135739088058472 -0.9246053099632263
6 0.5555702447891235 -9.18497371673584 -0.8157687187194824 0.5 0.5 0.5 0.5555701851844788 -0.0014308944810181856 -0.8315709829330444
7 0.5555702447891235 8.719985008239746 -3.0708017349243164 0.5 0.5 0.5 0.5043286681175232 1.7823737859725952 -0.8445535898208618
8 0.7071067690849304 -9.184760093688965 -0.6913906335830688 0.5 0.5 0.5 0.7071067094802856 -0.0012168759712949395 -0.7071930766105652
9 0.7071067690849304 8.7530517578125 -2.950899600982666 0.5 0.5 0.5 0.6448531746864319 2.0530567169189453 -0.7344624996185303
10 0.8314696550369263 -9.184499740600586 -0.5398356914520264 0.5 0.5 0.5 0.8314696550369263 -0.00095609319396317 -0.5556380152702332
11 0.8314696550369263 8.79334545135498 -2.8047988414764404 0.5 0.5 0.5 0.7591058611869812 2.474506139755249 -0.5968647599220276
12 0.9238795042037964 -9.184202194213867 -0.3669278025627136 0.5 0.5 0.5 0.9238796234130859 -0.0006585682276636362 -0.3827299475669861
13 0.9238795042037964 8.839316368103027 -2.638113498687744 0.5 0.5 0.5 0.8354668617248535 3.136014223098755 -0.4359496533870697
14 0.9807852506637573 -9.183878898620605 -0.17931188642978668 0.5 0.5 0.5 0.9807852506637573 -0.0003357355308253318 -0.19511425495147705
15 0.9807852506637573 8.889195442199707 -2.457249164581299 0.5 0.5 0.5 0.8539463877677917 4.178815841674805 -0.2595658600330353
16 1.0 -9.18354320526123 0.015802158042788506 0.5 0.5 0.5 1.0 -2.624687966967798e-10 -1.5253496599143546e-07
17 0.9999999403953552 8.941069602966309 -2.2691569328308105 0.5 0.5 0.5 0.7822850942611694 5.67664909362793 -0.08674494177103043
18 0.9807853102684021 -9.183207511901855 0.210916206240654 0.5 0.5 0.5 0.9807853102684021 0.00033573529799468815 0.1951141208410263
19 0.9807853102684021 8.992942810058594 -2.081064224243164 0.5 0.5 0.5 0.616794764995575 7.209939479827881 0.0442490316927433
20 0.9238795638084412 -9.182884216308594 0.39853212237358093 0.5 0.5 0.5 0.9238795638084412 0.000658568402286619 0.38273006677627563
21 0.9238795638084412 9.04282283782959 -1.900200366973877 0.5 0.5 0.5 0.43896135687828064 8.1680908203125 0.11353538930416107
22 0.8314696550369263 -9.182586669921875 0.5714401006698608 0.5 0.5 0.5 0.8314695954322815 0.0009560934267938137 0.5556381344795227
23 0.8314696550369263 9.08879280090332 -1.7335149049758911 0.5 0.5 0.5 0.30616316199302673 8.620436668395996 0.143912672996521
24 0.7071067690849304 -9.182326316833496 0.7229951620101929 0.5 0.5 0.5 0.7071067094802856 0.0012168757384642959 0.7071929574012756
25 0.7071067690849304 9.1290864944458 -1.5874141454696655 0.5 0.5 0.5 0.21334946155548096 8.83106517791748 0.15755140781402588
26 0.5555701851844788 -9.182112693786621 0.8473732471466064 0.5 0.5 0.5 0.5555704236030579 0.0014308941317722201 0.8315708041191101
27 0.5555701851844788 9.162154197692871 -1.4675122499465942 0.5 0.5 0.5 0.14498543739318848 8.935991287231445 0.16417378187179565
28 0.38268327713012695 -9.181953430175781 0.9397944211959839 0.5 0.5 0.5 0.3826832175254822 0.0015899247955530882 0.9239921569824219
29 0.38268327713012695 9.186725616455078 -1.378416895866394 0.5 0.5 0.5 0.09053502231836319 8.99044132232666 0.16753487288951874
30 0.19509008526802063 -9.181855201721191 0.9967070817947388 0.5 0.5 0.5 0.19509002566337585 0.0016878551105037332 0.9809048175811768
31 0.19509008526802063 9.201855659484863 -1.3235523700714111 0.5 0.5 0.5 0.04360952600836754 9.017068862915039 0.16914881765842438
32 -3.2584136988589307e-07 -9.181821823120117 1.015924096107483 0.5 0.5 0.5 -3.050327848086454e-07 0.0017209219513460994 1.0001217126846313
33 -3.259629011154175e-07 9.206965446472168 -1.3050270080566406 0.5 0.5 0.5 -7.796675305371537e-09 9.025102615356445 0.16963039338588715
34 -0.19509072601795197 -9.181855201721191 0.9967069625854492 0.5 0.5 0.5 -0.19509078562259674 0.0016878548776730895 0.9809046983718872
35 -0.19509072601795197 9.201855659484863 -1.3235526084899902 0.5 0.5 0.5 -0.043609507381916046 9.017068862915039 0.16914869844913483
36 -0.3826838731765747 -9.181953430175781 0.9397940635681152 0.5 0.5 0.5 -0.38268399238586426 0.0015899243298918009 0.923991858959198
37 -0.3826838731765747 9.186726570129395 -1.3784171342849731 0.5 0.5 0.5 -0.09053520858287811 8.990440368652344 0.16753502190113068
38 -0.5555707216262817 -9.182112693786621 0.8473728895187378 0.5 0.5 0.5 -0.5555707216262817 0.0014308940153568983 0.8315706849098206
39 -0.5555707216262817 9.162154197692871 -1.4675124883651733 0.5 0.5 0.5 -0.1449858844280243 8.935990333557129 0.16417397558689117
40 -0.7071072459220886 -9.182326316833496 0.7229946851730347 0.5 0.5 0.5 -0.7071072459220886 0.001216875039972365 0.7071925401687622
41 -0.7071072459220886 9.1290864944458 -1.5874143838882446 0.5 0.5 0.5 -0.213349387049675 8.83106517791748 0.1575513482093811
42 -0.8314700126647949 -9.182586669921875 0.5714396238327026 0.5 0.5 0.5 -0.8314699530601501 0.0009560921462252736 0.5556374192237854
43 -0.8314700126647949 9.08879280090332 -1.7335153818130493 0.5 0.5 0.5 -0.306164026260376 8.620433807373047 0.1439124047756195
44 -0.923879861831665 -9.182884216308594 0.3985315263271332 0.5 0.5 0.5 -0.923879861831665 0.0006585672381334007 0.3827293813228607
45 -0.923879861831665 9.04282283782959 -1.9002010822296143 0.5 0.5 0.5 -0.43896257877349854 8.168086051940918 0.11353512853384018
46 -0.9807854294776917 -9.183207511901855 0.2109154611825943 0.5 0.5 0.5 -0.9807854890823364 0.0003357336390763521 0.1951131671667099
47 -0.9807854294776917 8.992942810058594 -2.0810649394989014 0.5 0.5 0.5 -0.6167950630187988 7.2099385261535645 0.044248804450035095
48 -1.0 -9.18354320526123 0.015801269561052322 0.5 0.5 0.5 -1.0 -1.6732387697615536e-09 -9.72410475696961e-07
49 -1.0 8.941069602966309 -2.269157886505127 0.5 0.5 0.5 -0.7822856307029724 5.676642417907715 -0.08674602955579758
50 -0.980785071849823 -9.183878898620605 -0.17931288480758667 0.5 0.5 0.5 -0.980785071849823 -0.00033573698601685464 -0.1951151043176651
51 -0.980785071849823 8.88919448852539 -2.4572501182556152 0.5 0.5 0.5 -0.8539464473724365 4.178812026977539 -0.25956642627716064
52 -0.923879086971283 -9.184202194213867 -0.3669288456439972 0.5 0.5 0.5 -0.9238791465759277 -0.0006585698574781418 -0.3827309012413025
53 -0.923879086971283 8.839314460754395 -2.6381146907806396 0.5 0.5 0.5 -0.835466206073761 3.1359965801239014 -0.4359523355960846
54 -0.831468939781189 -9.184499740600586 -0.5398367643356323 0.5 0.5 0.5 -0.8314690589904785 -0.0009560946491546929 -0.55563884973526
55 -0.831468939781189 8.79334545135498 -2.804799795150757 0.5 0.5 0.5 -0.7591047286987305 2.474503755569458 -0.5968661904335022
56 -0.7071058750152588 -9.184760093688965 -0.6913915872573853 0.5 0.5 0.5 -0.7071059346199036 -0.0012168771354481578 -0.7071937322616577
57 -0.7071058750152588 8.7530517578125 -2.9509005546569824 0.5 0.5 0.5 -0.6448531746864319 2.053056001663208 -0.7344624400138855
58 -0.5555691123008728 -9.18497371673584 -0.8157694339752197 0.5 0.5 0.5 -0.5555691719055176 -0.001430895528756082 -0.8315715789794922
59 -0.5555691123008728 8.71998405456543 -3.070802688598633 0.5 0.5 0.5 -0.5043283700942993 1.7823680639266968 -0.8445538878440857
60 -0.38268208503723145 -9.18513298034668 -0.9081903696060181 0.5 0.5 0.5 -0.3826819956302643 -0.001589925610460341 -0.9239926338195801
61 -0.38268208503723145 8.695412635803223 -3.1598973274230957 0.5 0.5 0.5 -0.3457027077674866 1.6135621070861816 -0.9246061444282532
62 -0.19508881866931915 -9.18523120880127 -0.9651027917861938 0.5 0.5 0.5 -0.195089191198349 -0.0016878554597496986 -0.9809050559997559
63 -0.19508881866931915 8.680281639099121 -3.21476149559021 0.5 0.5 0.5 -0.17562736570835114 1.5206578969955444 -0.9731377959251404
64 0.0 -0.0017209220677614212 -1.000121831893921 0.5 0.5 0.5 -0.004339514300227165 -5.312864303588867 -0.8067249655723572
65 0.19509032368659973 -0.0016878549940884113 -0.980904757976532 0.5 0.5 0.5 0.18591783940792084 -4.921785831451416 -0.8152679800987244
66 0.3826834559440613 -0.0015899246791377664 -0.9239920377731323 0.5 0.5 0.5 0.3863380253314972 -3.698225975036621 -0.8236193060874939
67 0.5555702447891235 -0.0014308943646028638 -0.8315709233283997 0.5 0.5 0.5 0.5606644153594971 -2.3559718132019043 -0.7833923101425171
68 0.7071067690849304 -0.001216875622048974 -0.7071928977966309 0.5 0.5 0.5 0.6980350613594055 -1.4087722301483154 -0.6971309781074524
69 0.8314696550369263 -0.0009560930193401873 -0.5556378960609436 0.5 0.5 0.5 0.8120249509811401 -0.8377217650413513 -0.5750974416732788
70 0.9238795042037964 -0.000658568344078958 -0.38273003697395325 0.5 0.5 0.5 0.9058749675750732 -0.6410292983055115 -0.4167160391807556
71 0.9807852506637573 -0.00033573529799468815 -0.1951141208410263 0.5 0.5 0.5 0.966556966304779 -1.0297930240631104 -0.2289147526025772
72 1.0 -1.2992600051386916e-10 -7.550710279247141e-08 0.5 0.5 0.5 0.9727886319160461 -2.1124324798583984 -0.024185240268707275
73 0.9807853102684021 0.00033573503606021404 0.19511397182941437 0.5 0.5 0.5 0.9139571785926819 -3.3500070571899414 0.18352508544921875
74 0.9238795638084412 0.0006585681112483144 0.3827298879623413 0.5 0.5 0.5 0.830636739730835 -3.808932065963745 0.3780328035354614
75 0.8314696550369263 0.0009560930193401873 0.5556378960609436 0.5 0.5 0.5 0.7487483620643616 -3.2233142852783203 0.5678525567054749
76 0.7071067690849304 0.001216875622048974 0.7071928977966309 0.5 0.5 0.5 0.6437565684318542 -2.254030227661133 0.7287232875823975
77 0.5555701851844788 0.0014308944810181856 0.8315709829330444 0.5 0.5 0.5 0.5060054659843445 -1.5110129117965698 0.8493664860725403
78 0.38268327713012695 0.0015899247955530882 0.9239921569824219 0.5 0.5 0.5 0.34424468874931335 -1.0614304542541504 0.933659553527832
79 0.19509008526802063 0.0016878551105037332 0.9809048175811768 0.5 0.5 0.5 0.16820232570171356 -0.8318688273429871 0.9831187129020691
80 -3.2584136988589307e-07 0.0017209220677614212 1.000121831893921 0.5 0.5 0.5 -0.008803365752100945 -0.7885914444923401 0.9977325797080994
81 -0.19509072601795197 0.0016878548776730895 0.9809046983718872 0.5 0.5 0.5 -0.1783103346824646 -0.929868757724762 0.9804540276527405
82 -0.3826838731765747 0.0015899243298918009 0.923991858959198 0.5 0.5 0.5 -0.3273349404335022 -1.293945550918579 0.9366611242294312
83 -0.5555707216262817 0.06354845315217972 0.8472999334335327 0.5 0.5 0.5 -0.46979400515556335 -1.4572831392288208 0.8709829449653625
84 -0.7071072459220886 0.05830526351928711 0.7230321764945984 0.5 0.5 0.5 -0.6241620182991028 -2.5306804180145264 0.7354787588119507
85 -0.8314700126647949 0.05191566050052643 0.5716115236282349 0.5 0.5 0.5 -0.7277806401252747 -3.720616102218628 0.5597462058067322
86 -0.923879861831665 0.044626668095588684 0.3988569676876068 0.5 0.5 0.5 -0.8209850788116455 -4.037167549133301 0.3712277114391327
87 -0.9804189205169678 0.037767164409160614 0.21169236302375793 0.5 0.5 0.5 -0.9165674448013306 -3.2703824043273926 0.18748275935649872
88 -0.997238039970398 0.03640689328312874 0.018614498898386955 0.5 0.5 0.5 -0.9683622121810913 -2.284672975540161 -0.015697624534368515
89 -0.9746750593185425 0.03777657076716423 -0.17372243106365204 0.5 0.5 0.5 -0.9560540318489075 -1.6204670667648315 -0.23142093420028687
90 -0.9150348901748657 0.03770266845822334 -0.35904526710510254 0.5 0.5 0.5 -0.8925358653068542 -1.4023258686065674 -0.42200613021850586
91 -0.8217304348945618 0.0329761803150177 -0.5311040282249451 0.5 0.5 0.5 -0.803374707698822 -1.5647897720336914 -0.5679857730865479
92 -0.6987179517745972 0.022716527804732323 -0.683574914932251 0.5 0.5 0.5 -0.6970986723899841 -2.0748908519744873 -0.6770026087760925
93 -0.5501660704612732 0.00891896802932024 -0.8101639151573181 0.5 0.5 0.5 -0.5798018574714661 -2.867846727371216 -0.7477536201477051
94 -0.3809119760990143 0.003483053296804428 -0.9226158857345581 0.5 0.5 0.5 -0.4136194586753845 -3.6424384117126465 -0.8134248852729797
95 -0.19504277408123016 -0.001555917551741004 -0.9808692932128906 0.5 0.5 0.5 -0.20278550684452057 -4.714852809906006 -0.8259316086769104
96 -0.00025236650253646076 4.4186530113220215 -1.1999725103378296 0.5 0.5 0.5 -0.0016552334418520331 -8.827046394348145 -0.2609393894672394
97 0.19427025318145752 4.426308631896973 -1.1827791929244995 0.5 0.5 0.5 0.053383540362119675 -8.765926361083984 -0.278442919254303
98 0.3817806839942932 4.449068069458008 -1.1307892799377441 0.5 0.5 0.5 0.12902507185935974 -8.589303016662598 -0.31495094299316406
99 0.5551437735557556 4.485923767089844 -1.0466532707214355 0.5 0.5 0.5 0.2385217398405075 -8.246912002563477 -0.35573387145996094
100 0.7071050405502319 4.535588264465332 -0.9331727027893066 0.5 0.5 0.5 0.38056325912475586 -7.7337236404418945 -0.3689858615398407
101 0.8314696550369263 4.596259593963623 -0.7942938804626465 0.5 0.5 0.5 0.5346634387969971 -7.078385353088379 -0.3344918191432953
102 0.9238795042037964 4.66547966003418 -0.6358458995819092 0.5 0.5 0.5 0.7010149359703064 -6.078261852264404 -0.25524187088012695
103 0.9807851910591125 4.740588188171387 -0.46391987800598145 0.5 0.5 0.5 0.8826492428779602 -4.159477233886719 -0.11859098076820374
104 0.9999999403953552 4.818698406219482 -0.2851228713989258 0.5 0.5 0.5 0.9877780079841614 -1.2975083589553833 0.06803715974092484
105 0.9807853102684021 4.896808624267578 -0.10632582008838654 0.5 0.5 0.5 0.9651332497596741 0.6955217123031616 0.24941205978393555
106 0.9238795638084412 4.971917629241943 0.06560031324625015 0.5 0.5 0.5 0.8922661542892456 1.8901159763336182 0.39870819449424744
107 0.8314696550369263 5.0411376953125 0.2240481674671173 0.5 0.5 0.5 0.7912779450416565 3.070035457611084 0.506824791431427
108 0.7071067690849304 5.101809978485107 0.3629290759563446 0.5 0.5 0.5 0.6427554488182068 4.7226691246032715 0.5598514676094055
109 0.5555701851844788 5.151602745056152 0.476905882358551 0.5 0.5 0.5 0.43483760952949524 6.578382968902588 0.5345913171768188
110 0.38268327713012695 5.188601493835449 0.5615980625152588 0.5 0.5 0.5 0.2437940090894699 7.7028398513793945 0.47382792830467224
111 0.19509008526802063 5.211385726928711 0.6137510538101196 0.5 0.5 0.5 0.10575846582651138 8.140619277954102 0.4368223249912262
112 -3.241002559661865e-07 5.219078063964844 0.631361186504364 0.5 0.5 0.5 -0.007564082741737366 8.219956398010254 0.4319314658641815
113 -0.19509072601795197 5.211385250091553 0.6137510538101196 0.5 0.5 0.5 -0.12178350239992142 8.031846046447754 0.4557197690010071
114 -0.3826838731765747 5.188601493835449 0.5615977048873901 0.5 0.5 0.5 -0.2568313479423523 7.519106388092041 0.5007690191268921
115 -0.5555707216262817 5.151602745056152 0.4769054055213928 0.5 0.5 0.5 -0.4105301797389984 6.6761932373046875 0.539148211479187
116 -0.7071072459220886 5.101809024810791 0.36292871832847595 0.5 0.5 0.5 -0.5570559501647949 5.781705379486084 0.531833827495575
117 -0.8314700126647949 5.0411376953125 0.2240476757287979 0.5 0.5 0.5 -0.6826854348182678 5.09419059753418 0.46704337000846863
118 -0.923879861831665 4.971917629241943 0.0655997171998024 0.5 0.5 0.5 -0.7939831614494324 4.488483428955078 0.35395365953445435
119 -0.9807854294776917 4.896808624267578 -0.10632641613483429 0.5 0.5 0.5 -0.9046775698661804 3.406412124633789 0.20393069088459015
120 -1.0 4.818697929382324 -0.285123735666275 0.5 0.5 0.5 -0.9959368705749512 0.7986931800842285 0.022008337080478668
121 -0.980785071849823 4.74058723449707 -0.463920921087265 0.5 0.5 0.5 -0.9256229996681213 -3.1252920627593994 -0.16026067733764648
122 -0.923879086971283 4.6654791831970215 -0.6358470320701599 0.5 0.5 0.5 -0.7244142293930054 -5.73684549331665 -0.2818116843700409
123 -0.831468939781189 4.596259117126465 -0.7942949533462524 0.5 0.5 0.5 -0.5334376692771912 -7.047887802124023 -0.34368500113487244
124 -0.7071058750152588 4.535587310791016 -0.9331754446029663 0.5 0.5 0.5 -0.36276859045028687 -7.85361909866333 -0.3569079339504242
125 -0.5555691123008728 4.485794544219971 -1.0471519231796265 0.5 0.5 0.5 -0.2206392139196396 -8.386360168457031 -0.3284119963645935
126 -0.3826858401298523 4.448835372924805 -1.131646990776062 0.5 0.5 0.5 -0.12102555483579636 -8.677496910095215 -0.28946033120155334
127 -0.19508537650108337 4.426089286804199 -1.1835978031158447 0.5 0.5 0.5 -0.053924061357975006 -8.803444862365723 -0.2646326422691345
128 0.1706327497959137 -4.662377834320068 -0.9578506946563721 0.5 0.5 0.5 0.1516571193933487 -0.22401845455169678 -0.9878745675086975
129 0.33470818400382996 -4.6622796058654785 -0.9018171429634094 0.5 0.5 0.5 0.28809189796447754 -0.1172470822930336 -0.9574378132820129
130 0.48592090606689453 -4.662120819091797 -0.8108237385749817 0.5 0.5 0.5 0.4492517411708832 0.0792921707034111 -0.8936097025871277
131 0.6184599995613098 -4.661906719207764 -0.6883671283721924 0.5 0.5 0.5 0.643476128578186 0.8708334565162659 -0.7611455321311951
132 0.727232038974762 -4.661646366119385 -0.5391532778739929 0.5 0.5 0.5 0.7844561338424683 3.6285364627838135 -0.48426124453544617
133 0.8080568909645081 -4.661348819732666 -0.3689165711402893 0.5 0.5 0.5 0.8532745838165283 4.20346736907959 -0.257013201713562
134 0.8578286170959473 -4.661025524139404 -0.18419888615608215 0.5 0.5 0.5 0.9832308888435364 1.6441645622253418 -0.03749769926071167
135 0.8746345043182373 -4.660689830780029 0.007901038974523544 0.5 0.5 0.5 0.990871250629425 0.11314351856708527 0.13407203555107117
136 0.857828676700592 -4.660353660583496 0.20000098645687103 0.5 0.5 0.5 0.9645664691925049 -0.270577609539032 0.2626824676990509
137 0.8080569505691528 -4.660031318664551 0.3847186267375946 0.5 0.5 0.5 0.9038425087928772 -0.32754042744636536 0.4269862473011017
138 0.727232038974762 -4.659733772277832 0.5549556016921997 0.5 0.5 0.5 0.8146960735321045 -0.2993181645870209 0.5795527100563049
139 0.6184599995613098 -4.659472942352295 0.7041694521903992 0.5 0.5 0.5 0.7230993509292603 -0.23096081614494324 0.6907649636268616
140 0.48592087626457214 -4.659258842468262 0.8266260623931885 0.5 0.5 0.5 0.6129872798919678 -0.1268480122089386 0.7902863621711731
141 0.33470800518989563 -4.65910005569458 0.9176195859909058 0.5 0.5 0.5 0.4608251750469208 -0.009669885039329529 0.8876174688339233
142 0.17063254117965698 -4.65900182723999 0.9736530780792236 0.5 0.5 0.5 0.25305280089378357 0.0654207095503807 0.9674356579780579
143 -2.701057439935539e-07 -4.658968925476074 0.9925731420516968 0.5 0.5 0.5 0.012691168114542961 0.03003046102821827 0.9999879002571106
144 -0.17063306272029877 -4.65900182723999 0.9736529588699341 0.5 0.5 0.5 -0.21974515914916992 -0.15533021092414856 0.9757964611053467
145 -0.3347085118293762 -4.65910005569458 0.9176192879676819 0.5 0.5 0.5 -0.4044042229652405 -0.5054406523704529 0.9138961434364319
146 -0.48592129349708557 -4.659258842468262 0.8266257047653198 0.5 0.5 0.5 -0.5304040908813477 -1.100782871246338 0.8412045836448669
147 -0.6184603571891785 -4.659472942352295 0.7041690349578857 0.5 0.5 0.5 -0.6227076649665833 -2.682051658630371 0.7305587530136108
148 -0.7272323369979858 -4.659733772277832 0.5549550652503967 0.5 0.5 0.5 -0.517760694026947 -6.818618297576904 0.4366690218448639
149 -0.8080571889877319 -4.660031318664551 0.38471806049346924 0.5 0.5 0.5 -0.3194068670272827 -8.568632125854492 0.18015515804290771
150 -0.8578287363052368 -4.660353660583496 0.20000025629997253 0.5 0.5 0.5 -0.2658766508102417 -8.827539443969727 0.08807680755853653
151 -0.8746345043182373 -4.660689830780029 0.007900161668658257 0.5 0.5 0.5 -0.2742232382297516 -8.828973770141602 0.03802094608545303
152 -0.8578284382820129 -4.661025524139404 -0.18419986963272095 0.5 0.5 0.5 -0.3309846818447113 -8.65596866607666 -0.030503202229738235
153 -0.8080565333366394 -4.661348819732666 -0.3689176142215729 0.5 0.5 0.5 -0.3965770900249481 -8.272080421447754 -0.16308794915676117
154 -0.7272313833236694 -4.661646366119385 -0.5391543507575989 0.5 0.5 0.5 -0.5893451571464539 -6.207921981811523 -0.43190106749534607
155 -0.618459165096283 -4.661906719207764 -0.688368022441864 0.5 0.5 0.5 -0.6445758938789368 -2.0946688652038574 -0.7262535095214844
